ISBN,title,author,year,publisher,image_url,book_id,genre
0671032658,The Green Mile,Stephen King,1999,Pocket,http://images.amazon.com/images/P/0671032658.01.MZZZZZZZ.jpg,550,Pocket
0373250223,Name & Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink,http://images.amazon.com/images/P/0373250223.01.MZZZZZZZ.jpg,551,Red Dress Ink
0380817683,Rachel's Holiday,Marian Keyes,2001,Avon Books,http://images.amazon.com/images/P/0380817683.01.MZZZZZZZ.jpg,552,Avon Books
0380814021,The Princess Diaries,Meg Cabot,2001,HarperTrophy,http://images.amazon.com/images/P/0380814021.01.MZZZZZZZ.jpg,553,HarperTrophy
0373710992,The Farmer's Wife,Lori Handeland,2002,Harlequin,http://images.amazon.com/images/P/0373710992.01.MZZZZZZZ.jpg,554,Harlequin
0061098795,The Wailing Wind,Tony Hillerman,2003,HarperTorch,http://images.amazon.com/images/P/0061098795.01.MZZZZZZZ.jpg,555,HarperTorch
0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,556,Vintage Books USA
0142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,2004,Penguin Books,http://images.amazon.com/images/P/0142004030.01.MZZZZZZZ.jpg,557,Penguin Books
0452281784,Bad Heir Day,Wendy Holden,2001,Plume Books,http://images.amazon.com/images/P/0452281784.01.MZZZZZZZ.jpg,558,Plume Books
038533656X,Apocalipstick,SUE MARGOLIS,2003,Delta,http://images.amazon.com/images/P/038533656X.01.MZZZZZZZ.jpg,559,Delta
0345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books,http://images.amazon.com/images/P/0345436911.01.MZZZZZZZ.jpg,560,Ballantine Books
0802135196,Valley of the Dolls: A Novel,Jacqueline Susann,1997,Grove Press,http://images.amazon.com/images/P/0802135196.01.MZZZZZZZ.jpg,561,Grove Press
0440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,Dell,http://images.amazon.com/images/P/0440217520.01.MZZZZZZZ.jpg,562,Dell
0373834985,Comfortable Wife,Stephanie Laurens,2002,Harlequin,http://images.amazon.com/images/P/0373834985.01.MZZZZZZZ.jpg,563,Harlequin
0679450548,I Was Amelia Earhart,Jane Mendelsohn,1996,Random House Inc,http://images.amazon.com/images/P/0679450548.01.MZZZZZZZ.jpg,564,Random House Inc
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339703.01.MZZZZZZZ.jpg,565,Del Rey
038039586X,Watership Down,Richard George Adams,1975,Harpercollins,http://images.amazon.com/images/P/038039586X.01.MZZZZZZZ.jpg,566,Harpercollins
0670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books,http://images.amazon.com/images/P/0670030643.01.MZZZZZZZ.jpg,567,Viking Books
0060929596,As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto,2001,Perennial,http://images.amazon.com/images/P/0060929596.01.MZZZZZZZ.jpg,568,Perennial
0440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company,http://images.amazon.com/images/P/0440131480.01.MZZZZZZZ.jpg,569,Dell Publishing Company
0375707425,Embers,SANDOR MARAI,2002,Vintage,http://images.amazon.com/images/P/0375707425.01.MZZZZZZZ.jpg,570,Vintage
0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf,http://images.amazon.com/images/P/0440940001.01.MZZZZZZZ.jpg,571,Laure Leaf
0812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,2001,Tor Books,http://images.amazon.com/images/P/0812565959.01.MZZZZZZZ.jpg,572,Tor Books
0425163385,The Night Crew,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425163385.01.MZZZZZZZ.jpg,573,Berkley Publishing Group
0743444051,CSI: Sin City,Max Allan Collins,2002,Pocket,http://images.amazon.com/images/P/0743444051.01.MZZZZZZZ.jpg,574,Pocket
0671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket,http://images.amazon.com/images/P/0671042262.01.MZZZZZZZ.jpg,575,Pocket
0425157539,Sudden Prey,John Sandford,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425157539.01.MZZZZZZZ.jpg,576,Berkley Publishing Group
0553585681,Always a Thief,Kay Hooper,2003,Bantam Books,http://images.amazon.com/images/P/0553585681.01.MZZZZZZZ.jpg,577,Bantam Books
0553585118,Once a Thief,Kay Hooper,2002,Bantam Books,http://images.amazon.com/images/P/0553585118.01.MZZZZZZZ.jpg,578,Bantam Books
0743212002,Deck the Halls,Mary Higgins Clark,2000,Simon & Schuster,http://images.amazon.com/images/P/0743212002.01.MZZZZZZZ.jpg,579,Simon & Schuster
037348397X,The Donovan Legacy,Nora Roberts,1999,Harlequin,http://images.amazon.com/images/P/037348397X.01.MZZZZZZZ.jpg,580,Harlequin
0679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA,http://images.amazon.com/images/P/0679731148.01.MZZZZZZZ.jpg,581,Vintage Books USA
0380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,http://images.amazon.com/images/P/0380600129.01.MZZZZZZZ.jpg,582,HarperTrophy
082176828X,What You Wish for,Fern Michaels,2001,Zebra Books,http://images.amazon.com/images/P/082176828X.01.MZZZZZZZ.jpg,583,Zebra Books
0316693324,When the Wind Blows,James Patterson,1998,Replica Books,http://images.amazon.com/images/P/0316693324.01.MZZZZZZZ.jpg,584,Replica Books
0553283685,Hyperion,DAN SIMMONS,1990,Bantam,http://images.amazon.com/images/P/0553283685.01.MZZZZZZZ.jpg,585,Bantam
0743412273,Pet Sematary,Stephen King,2001,Pocket,http://images.amazon.com/images/P/0743412273.01.MZZZZZZZ.jpg,586,Pocket
0345367898,Witching Hour (Lives of the Mayfair Witches),Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345367898.01.MZZZZZZZ.jpg,587,Ballantine Books
0553580272,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books,http://images.amazon.com/images/P/0553580272.01.MZZZZZZZ.jpg,588,Spectra Books
0449912558,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books,http://images.amazon.com/images/P/0449912558.01.MZZZZZZZ.jpg,589,Fawcett Books
0449300021,Les Miserables,VICTOR HUGO,1982,Fawcett,http://images.amazon.com/images/P/0449300021.01.MZZZZZZZ.jpg,590,Fawcett
0684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,Simon & Schuster,http://images.amazon.com/images/P/0684835983.01.MZZZZZZZ.jpg,591,Simon & Schuster
0440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440226430.01.MZZZZZZZ.jpg,592,Dell Publishing Company
0385721358,Look at Me,Jennifer Egan,2002,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385721358.01.MZZZZZZZ.jpg,593,Anchor Books/Doubleday
031231616X,I Capture the Castle,Dodie Smith,2003,St. Martin's Griffin,http://images.amazon.com/images/P/031231616X.01.MZZZZZZZ.jpg,594,St. Martin's Griffin
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,595,Workman Pub Co
0767912233,Babyville,JANE GREEN,2003,Broadway,http://images.amazon.com/images/P/0767912233.01.MZZZZZZZ.jpg,596,Broadway
0894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing,http://images.amazon.com/images/P/0894805770.01.MZZZZZZZ.jpg,597,Workman Publishing
0688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg,598,Perennial
0345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books,http://images.amazon.com/images/P/0345438329.01.MZZZZZZZ.jpg,599,Ballantine Books
0375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,600,Vintage Books USA
0142000361,The Florabama Ladies' Auxiliary & Sewing Circle,Lois Battle,2002,Penguin Books,http://images.amazon.com/images/P/0142000361.01.MZZZZZZZ.jpg,601,Penguin Books
0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books,http://images.amazon.com/images/P/0345446860.01.MZZZZZZZ.jpg,602,Ballantine Books
0446310492,To Kill a Mockingbird,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,603,Warner Books
0515090506,The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books,http://images.amazon.com/images/P/0515090506.01.MZZZZZZZ.jpg,604,Jove Books
0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group,http://images.amazon.com/images/P/0399145087.01.MZZZZZZZ.jpg,605,Putnam Pub Group
0060192119,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers,http://images.amazon.com/images/P/0060192119.01.MZZZZZZZ.jpg,606,HarperCollins Publishers
0836218256,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218256.01.MZZZZZZZ.jpg,607,Andrews McMeel Publishing
0312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312990456.01.MZZZZZZZ.jpg,608,St. Martin's Paperbacks
0316969680,The Beach House,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316969680.01.MZZZZZZZ.jpg,609,"Little, Brown"
0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,610,Perigee Trade
0425188361,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425188361.01.MZZZZZZZ.jpg,611,Berkley Publishing Group
0066210151,The Book of Shadows: A Novel,James Reese,2002,William Morrow,http://images.amazon.com/images/P/0066210151.01.MZZZZZZZ.jpg,612,William Morrow
0395177111,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,1973,Houghton Mifflin Company,http://images.amazon.com/images/P/0395177111.01.MZZZZZZZ.jpg,613,Houghton Mifflin Company
0375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,Alfred A. Knopf,http://images.amazon.com/images/P/0375411992.01.MZZZZZZZ.jpg,614,Alfred A. Knopf
0425177173,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425177173.01.MZZZZZZZ.jpg,615,Berkley Publishing Group
0440224764,The Partner,John Grisham,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224764.01.MZZZZZZZ.jpg,616,Dell Publishing Company
0553572997,The Alienist,Caleb Carr,1995,Bantam Books,http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,617,Bantam Books
0380727501,Notes from a Small Island,Bill Bryson,1997,Perennial,http://images.amazon.com/images/P/0380727501.01.MZZZZZZZ.jpg,618,Perennial
037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003,Pantheon,http://images.amazon.com/images/P/037542217X.01.MZZZZZZZ.jpg,619,Pantheon
0440208912,Harvest,BELVA PLAIN,1991,Dell,http://images.amazon.com/images/P/0440208912.01.MZZZZZZZ.jpg,620,Dell
0061093106,"Red, White and Blue : A Novel",Susan Isaacs,1999,HarperTorch,http://images.amazon.com/images/P/0061093106.01.MZZZZZZZ.jpg,621,HarperTorch
0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette,http://images.amazon.com/images/P/0373218192.01.MZZZZZZZ.jpg,622,Silhouette
0515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515120006.01.MZZZZZZZ.jpg,623,Jove Books
0515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books,http://images.amazon.com/images/P/0515127396.01.MZZZZZZZ.jpg,624,Jove Books
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books,http://images.amazon.com/images/P/0345416260.01.MZZZZZZZ.jpg,625,Ballantine Books
0385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1999,Anchor,http://images.amazon.com/images/P/0385494785.01.MZZZZZZZ.jpg,626,Anchor
0385486804,Into the Wild,Jon Krakauer,1997,Anchor,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,627,Anchor
0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday,http://images.amazon.com/images/P/0385512104.01.MZZZZZZZ.jpg,628,Doubleday
0440236673,The Brethren,John Grisham,2000,Island,http://images.amazon.com/images/P/0440236673.01.MZZZZZZZ.jpg,629,Island
0553295071,Sliver: A Novel,Ira Levin,1993,Bantam Books,http://images.amazon.com/images/P/0553295071.01.MZZZZZZZ.jpg,630,Bantam Books
0679771476,The Law of Similars,CHRIS BOHJALIAN,2000,Vintage,http://images.amazon.com/images/P/0679771476.01.MZZZZZZZ.jpg,631,Vintage
0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy,http://images.amazon.com/images/P/0064405176.01.MZZZZZZZ.jpg,632,HarperTrophy
0061056871,Independence Day,Dean Devlin,1996,HarperEntertainment,http://images.amazon.com/images/P/0061056871.01.MZZZZZZZ.jpg,633,HarperEntertainment
0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440235162.01.MZZZZZZZ.jpg,634,Dell Publishing Company
076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books,http://images.amazon.com/images/P/076790382X.01.MZZZZZZZ.jpg,635,Broadway Books
0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,636,Berkley Publishing Group
0062502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco,http://images.amazon.com/images/P/0062502182.01.MZZZZZZZ.jpg,637,HarperSanFrancisco
0060175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins,http://images.amazon.com/images/P/0060175400.01.MZZZZZZZ.jpg,638,HarperCollins
1573221775,My Dream of You,Nuala O'Faolain,2001,Riverhead Books,http://images.amazon.com/images/P/1573221775.01.MZZZZZZZ.jpg,639,Riverhead Books
0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket,http://images.amazon.com/images/P/0671537458.01.MZZZZZZZ.jpg,640,Pocket
0517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,1996,Random House Value Publishing,http://images.amazon.com/images/P/0517149257.01.MZZZZZZZ.jpg,641,Random House Value Publishing
0743222008,The Vanished Man : A Lincoln Rhyme Novel,Jeffery Deaver,2003,Simon & Schuster,http://images.amazon.com/images/P/0743222008.01.MZZZZZZZ.jpg,642,Simon & Schuster
0515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books,http://images.amazon.com/images/P/0515127221.01.MZZZZZZZ.jpg,643,Jove Books
0425161242,Chromosome 6,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425161242.01.MZZZZZZZ.jpg,644,Berkley Publishing Group
0451195922,Skull Session,Daniel Hecht,1998,Signet Book,http://images.amazon.com/images/P/0451195922.01.MZZZZZZZ.jpg,645,Signet Book
0425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,646,Berkley Publishing Group
0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg,647,Ballantine Books
0446609323,Black Friday,James Patterson,1989,Warner Vision,http://images.amazon.com/images/P/0446609323.01.MZZZZZZZ.jpg,648,Warner Vision
0316690619,Cradle and All,James Patterson,2000,Little Brown and Company,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,649,Little Brown and Company
0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg,650,Warner Vision
0451201558,Cold Case,Stephen White,2001,Signet Book,http://images.amazon.com/images/P/0451201558.01.MZZZZZZZ.jpg,651,Signet Book
0061032077,To Cut a Long Story Short,Jeffrey Archer,2001,HarperTorch,http://images.amazon.com/images/P/0061032077.01.MZZZZZZZ.jpg,652,HarperTorch
0679459626,Flesh and Blood,Jonathan Kellerman,2001,Random House,http://images.amazon.com/images/P/0679459626.01.MZZZZZZZ.jpg,653,Random House
0671001701,Legend,Jude Deveraux,1997,Pocket,http://images.amazon.com/images/P/0671001701.01.MZZZZZZZ.jpg,654,Pocket
0553583085,Kissed by Shadows (Get Connected Romances),Jane Feather,2003,Bantam Books,http://images.amazon.com/images/P/0553583085.01.MZZZZZZZ.jpg,655,Bantam Books
0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt & Company,http://images.amazon.com/images/P/0805019375.01.MZZZZZZZ.jpg,656,Henry Holt & Company
0006550789,253,Geoff Ryman,0,Flamingo,http://images.amazon.com/images/P/0006550789.01.MZZZZZZZ.jpg,657,Flamingo
0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor,http://images.amazon.com/images/P/0385492081.01.MZZZZZZZ.jpg,658,Anchor
0425130215,Hocus Pocus,Kurt Vonnegut,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425130215.01.MZZZZZZZ.jpg,659,Berkley Publishing Group
0061000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch,http://images.amazon.com/images/P/0061000175.01.MZZZZZZZ.jpg,660,HarperTorch
0312971362,Sis Boom Bah,Jane Heller,2000,St. Martin's Press,http://images.amazon.com/images/P/0312971362.01.MZZZZZZZ.jpg,661,St. Martin's Press
0061097659,Switcheroo : A Novel,Olivia Goldsmith,1999,HarperTorch,http://images.amazon.com/images/P/0061097659.01.MZZZZZZZ.jpg,662,HarperTorch
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,http://images.amazon.com/images/P/067976402X.01.MZZZZZZZ.jpg,663,Vintage Books USA
1558532161,Life's Little Instruction Book; Volume II,H. Jackson Brown,1993,Thomas Nelson Inc,http://images.amazon.com/images/P/1558532161.01.MZZZZZZZ.jpg,664,Thomas Nelson Inc
0743457358,Everything's Eventual : 14 Dark Tales,Stephen King,2002,Pocket,http://images.amazon.com/images/P/0743457358.01.MZZZZZZZ.jpg,665,Pocket
0743456866,He Sees You When You're Sleeping : A Novel,Carol Higgins Clark,2002,Pocket,http://images.amazon.com/images/P/0743456866.01.MZZZZZZZ.jpg,666,Pocket
0440235464,Lost Girls,Andrew Pyper,2001,Dell Publishing Company,http://images.amazon.com/images/P/0440235464.01.MZZZZZZZ.jpg,667,Dell Publishing Company
0345425707,A Cup of Tea (Ballantine Reader's Circle),Amy Ephron,1998,Ballantine Books,http://images.amazon.com/images/P/0345425707.01.MZZZZZZZ.jpg,668,Ballantine Books
0451821971,Leaving Home,Garrison Keillor,1988,New Amer Library,http://images.amazon.com/images/P/0451821971.01.MZZZZZZZ.jpg,669,New Amer Library
0670894494,The Passion of Artemisia,Susan Vreeland,2002,Viking Books,http://images.amazon.com/images/P/0670894494.01.MZZZZZZZ.jpg,670,Viking Books
0345434692,The Skies of Pern,Anne McCaffrey,2002,Del Rey Books,http://images.amazon.com/images/P/0345434692.01.MZZZZZZZ.jpg,671,Del Rey Books
0425167313,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425167313.01.MZZZZZZZ.jpg,672,Berkley Publishing Group
0316314641,Rhoda : A Life in Stories Tag: Winner of the National Book Award for Fiction,Ellen Gilchrist,1995,Back Bay Books,http://images.amazon.com/images/P/0316314641.01.MZZZZZZZ.jpg,673,Back Bay Books
034540288X,The Lost World,Michael Crichton,1996,Ballantine Books,http://images.amazon.com/images/P/034540288X.01.MZZZZZZZ.jpg,674,Ballantine Books
0440237688,The Giver (Readers Circle),LOIS LOWRY,2002,Laurel Leaf,http://images.amazon.com/images/P/0440237688.01.MZZZZZZZ.jpg,675,Laurel Leaf
